Date of Arrest (DoA),Year/Month,Charge 1,Charge 2,Charge 3,SEX,RACE,Age (on DoA),Primary Charge,Code,Age Group,Eth/Race
03/03/2018,2018-March,23152(a) VC,23152(b) VC,,F,Hispanic,25,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
03/04/2018,2018-March,148.9(A) PC,647(f) PC,O/W MISD,M,Hispanic,34,Misrepresents to a PO,Penal Code - Public Justice,26-35,Hispanic
03/06/2018,2018-March,422 PC,11364(a) HS,,M,White,29,Criminal Threats,Penal Code - Threats,26-35,White
03/07/2018,2018-March,23152(f) VC,,,M,White,69,Drug or EtOH vehicle violtion,Vehicle Code,66+,White
03/08/2018,2018-March,23152(a) VC,23152(b) VC,,M,Hispanic,30,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
03/08/2018,2018-March,23152(a) VC,23152(b) VC,,M,White,28,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
03/09/2018,2018-March,11350(A) HS,11377(A) HS,11364(a) HS,M,Black,32,Possession - controlled subst,Health & Safety,26-35,African-Amer
03/09/2018,2018-March,182(A)(1) PC,459.5 PC,1203.2(a) PC,M,Other,22,Conspiracy to commit a crime,Penal Code - Public Justice,18-25,Other
03/09/2018,2018-March,11378 HS,11364(a) HS,,M,Other,24,Possession for sale - contr subst,Health & Safety,18-25,Other
03/09/2018,2018-March,459.5 PC,182(A)(1) PC,1203.2(a) PC,M,Other,24,Burglary,Penal Code - Property Crimes,18-25,Other
03/09/2018,2018-March,11364(a) HS,B/W MISD,,M,White,25,Drug paraphernalia,Health & Safety,18-25,White
03/09/2018,2018-March,22210 PC,,,M,White,42,Illegal possession of a sap,Penal Code - Weapons,36-45,White
03/10/2018,2018-March,11377(A) HS,,,M,White,53,Possession - controlled subst,Health & Safety,46-55,White
03/11/2018,2018-March,23152(a) VC,23152(b) VC,,M,Other,29,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Other
03/14/2018,2018-March,273A(A) PC,243(d) PC,,M,Black,35,Child Injury,Penal Code - Against person,26-35,African-Amer
03/15/2018,2018-March,245(A)(1) PC,11377(A) HS,,M,White,49,Assault with a deadly weapon,Penal Code - Against person,46-55,White
03/16/2018,2018-March,647(f) PC,,,M,White,35,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,White
03/16/2018,2018-March,647(f) PC,11377(A) HS,,M,White,56,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,56-65,White
03/17/2018,2018-March,23152(a) VC,23152(b) VC,,M,White,26,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
03/17/2018,2018-March,487(A) PC,,,M,White,35,Grand Theft,Penal Code - Larceny,26-35,White
03/17/2018,2018-March,23152(a) VC,23152(b) VC,,M,White,36,Drug or EtOH vehicle violtion,Vehicle Code,36-45,White
03/18/2018,2018-March,148(a)(1) PC,2800.1(a) VC,,M,Black,42,Resist Arrest,Penal Code - Public Justice,36-45,African-Amer
03/18/2018,2018-March,273.5(A) PC,,,M,Black,42,Corporal Injury spouse/partner,Penal Code - Against person,36-45,African-Amer
03/18/2018,2018-March,647(f) PC,,,M,Hispanic,34,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,Hispanic
03/19/2018,2018-March,647(f) PC,,,M,White,65,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,56-65,White
03/20/2018,2018-March,11364(a) HS,,,M,Indian/Nativ,56,Drug paraphernalia,Health & Safety,56-65,Native Amer
03/21/2018,2018-March,647(f) PC,,,M,Black,33,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,African-Amer
03/21/2018,2018-March,459 PC,,,M,White,28,Burglary,Penal Code - Property Crimes,26-35,White
03/23/2018,2018-March,23153(a) VC,23153(b) VC,20001(A) VC,M,Hispanic,26,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
03/23/2018,2018-March,242 PC,,,M,Hispanic,46,Battery,Penal Code - Against person,46-55,Hispanic
03/23/2018,2018-March,118(A) PC,496(A) PC,12022(A)(1) PC,M,White,24,Perjury,Penal Code - Public Justice,18-25,White
03/23/2018,2018-March,487(A) PC,,,M,White,25,Grand Theft,Penal Code - Larceny,18-25,White
03/23/2018,2018-March,11377(A) HS,11379(A) HS,182(A)(1) PC,M,White,31,Possession - controlled subst,Health & Safety,26-35,White
03/23/2018,2018-March,11364(a) HS,11377(A) HS,,M,White,57,Drug paraphernalia,Health & Safety,56-65,White
03/24/2018,2018-March,490.5(A) PC,,,M,White,21,Petty Theft,Penal Code - Larceny,18-25,White
03/24/2018,2018-March,11364(a) HS,,,M,White,26,Drug paraphernalia,Health & Safety,26-35,White
03/24/2018,2018-March,647(f) PC,,,M,White,50,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,46-55,White
03/25/2018,2018-March,23153(a) VC,23153(b) VC,,M,Hispanic,22,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
03/29/2018,2018-March,11364(a) HS,11377(A) HS,1203.2(a) PC,M,Hispanic,31,Drug paraphernalia,Health & Safety,26-35,Hispanic
03/30/2018,2018-March,647(f) PC,,,M,White,35,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,White
03/30/2018,2018-March,243(b) PC,459.5 PC,,M,White,50,Battery on a PO,Penal Code - Against person,46-55,White
03/31/2018,2018-March,11377(A) HS,11350(A) HS,,M,White,41,Possession - controlled subst,Health & Safety,36-45,White
03/31/2018,2018-March,11377(A) HS,,,F,White,53,Possession - controlled subst,Health & Safety,46-55,White
04/01/2018,2018-April,23152(a) VC,23152(b) VC,,M,White,32,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
04/02/2018,2018-April,23152(a) VC,23152(b) VC,,M,Hispanic,26,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
04/02/2018,2018-April,148(a)(1) PC,26.04.020 (a) CC,,M,White,21,Resist Arrest,Penal Code - Public Justice,18-25,White
04/02/2018,2018-April,11364(a) HS,11378 HS,O/W MISD,M,White,31,Drug paraphernalia,Health & Safety,26-35,White
04/05/2018,2018-April,273A(A)(1) PC,273A(A)(1) PC,273A(A)(1) PC,F,White,23,Child Injury,Penal Code - Against person,18-25,White
04/07/2018,2018-April,236 PC,273.5(A) PC,591.5 PC,M,Hispanic,36,False Imprisonment,Penal Code - Against person,36-45,Hispanic
04/10/2018,2018-April,488 PC,594(b)(2)(A) PC,,M,White,49,Petty Theft,Penal Code - Larceny,46-55,White
04/11/2018,2018-April,273A(A)(1) PC,273A(A)(1) PC,273A(A)(1) PC,M,Hispanic,24,Child Injury,Penal Code - Against person,18-25,Hispanic
04/12/2018,2018-April,11364(a) HS,,,M,White,23,Drug paraphernalia,Health & Safety,18-25,White
04/12/2018,2018-April,10851(A) VC,11377(A) HS,148(a)(1) PC,M,White,31,car theft or tampering,Vehicle Code,26-35,White
04/14/2018,2018-April,459 PC,182(A)(1) PC,466 PC,M,Black,18,Burglary,Penal Code - Property Crimes,18-25,African-Amer
04/14/2018,2018-April,459 PC,182(A)(1) PC,496(A) PC,M,Black,20,Burglary,Penal Code - Property Crimes,18-25,African-Amer
04/14/2018,2018-April,459 PC,182(A)(1) PC,466 PC,M,Black,20,Burglary,Penal Code - Property Crimes,18-25,African-Amer
04/14/2018,2018-April,23152(a) VC,23152(b) VC,,M,Hispanic,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
04/14/2018,2018-April,647(f) PC,,,M,White,19,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,White
04/15/2018,2018-April,11377(A) HS,11364(a) HS,,M,White,39,Possession - controlled subst,Health & Safety,36-45,White
04/16/2018,2018-April,647(f) PC,849(b) PC,,M,White,31,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,White
04/19/2018,2018-April,11364(a) HS,,,M,White,38,Drug paraphernalia,Health & Safety,36-45,White
04/20/2018,2018-April,459.5 PC,,,M,White,21,Burglary,Penal Code - Property Crimes,18-25,White
04/20/2018,2018-April,459.5 PC,,,F,White,39,Burglary,Penal Code - Property Crimes,36-45,White
04/21/2018,2018-April,23152(a) VC,23152(b) VC,,M,Black,33,Drug or EtOH vehicle violtion,Vehicle Code,26-35,African-Amer
04/21/2018,2018-April,242 PC,415(1) PC,,F,Hispanic,28,Battery,Penal Code - Against person,26-35,Hispanic
04/22/2018,2018-April,647(f) PC,,,M,Other,22,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,Other
04/24/2018,2018-April,242 PC,647(f) PC,,M,White,28,Battery,Penal Code - Against person,26-35,White
04/25/2018,2018-April,459.5 PC,,,F,Black,23,Burglary,Penal Code - Property Crimes,18-25,African-Amer
04/25/2018,2018-April,459.5 PC,,,M,Black,27,Burglary,Penal Code - Property Crimes,26-35,African-Amer
04/26/2018,2018-April,11364(a) HS,11377(A) HS,242 PC,F,White,28,Drug paraphernalia,Health & Safety,26-35,White
04/27/2018,2018-April,23140(a) VC,23152(a) VC,23152(b) VC,M,Hispanic,19,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
04/28/2018,2018-April,11375(b)(2) HS,23152(a) VC,23152(b) VC,M,Black,22,Possession for sale - contr subst,Health & Safety,18-25,African-Amer
04/28/2018,2018-April,23152(a) VC,23140(a) VC,,M,Hispanic,19,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
04/29/2018,2018-April,23152(a) VC,23152(b) VC,20002(A)(1) VC,M,Hispanic,23,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
04/29/2018,2018-April,11350(A) HS,11364(a) HS,,M,White,24,Possession - controlled subst,Health & Safety,18-25,White
04/30/2018,2018-April,11364(a) HS,11377(A) HS,,M,White,23,Drug paraphernalia,Health & Safety,18-25,White
05/03/2018,2018-May,459 PC,496(A) PC,182(A)(1) PC,M,Black,18,Burglary,Penal Code - Property Crimes,18-25,African-Amer
05/03/2018,2018-May,459 PC,496(A) PC,182(A)(1) PC,M,Black,20,Burglary,Penal Code - Property Crimes,18-25,African-Amer
05/03/2018,2018-May,647(f) PC,,,M,White,35,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,White
05/04/2018,2018-May,23152(a) VC,23152(b) VC,20002(A)(1) VC,M,Hispanic,43,Drug or EtOH vehicle violtion,Vehicle Code,36-45,Hispanic
05/04/2018,2018-May,23152(a) VC,23152(b) VC,,F,White,27,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
05/05/2018,2018-May,2800.2 VC,459 PC,496(A) PC,M,White,27,Fleeing from PO,Vehicle Code,26-35,White
05/07/2018,2018-May,243(e)(1) PC,13700 PC,,M,Hispanic,30,Battery on a spouse/partner,Penal Code - Against person,26-35,Hispanic
05/09/2018,2018-May,11364(a) HS,,,F,White,30,Drug paraphernalia,Health & Safety,26-35,White
05/10/2018,2018-May,11350(A) HS,11377(A) HS,1203.2(a) PC,M,Black,32,Possession - controlled subst,Health & Safety,26-35,African-Amer
05/10/2018,2018-May,11377(A) HS,,,M,White,22,Possession - controlled subst,Health & Safety,18-25,White
05/10/2018,2018-May,11350(A) HS,11364(a) HS,1203.2(a) PC,M,White,43,Possession - controlled subst,Health & Safety,36-45,White
05/11/2018,2018-May,647(f) PC,,,M,Hispanic,44,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,Hispanic
05/11/2018,2018-May,11377(A) HS,,,M,White,53,Possession - controlled subst,Health & Safety,46-55,White
05/12/2018,2018-May,23152(a) VC,23152(b) VC,,M,Black,22,Drug or EtOH vehicle violtion,Vehicle Code,18-25,African-Amer
05/12/2018,2018-May,647(f) PC,,,M,Hispanic,25,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,Hispanic
05/14/2018,2018-May,11364(a) HS,O/W MISD,,M,Black,46,Drug paraphernalia,Health & Safety,46-55,African-Amer
05/15/2018,2018-May,664/211 PC,,,M,White,37,Att Robbery,Penal Code - Against person,36-45,White
05/16/2018,2018-May,242 PC,,,M,Hispanic,20,Battery,Penal Code - Against person,18-25,Hispanic
05/16/2018,2018-May,4060 BP,,,M,Other,39,Possession - controlled subst,Business & Prof,36-45,Other
05/17/2018,2018-May,11550(A) HS,,,M,White,39,Under the Influence - Narcotics,Health & Safety,36-45,White
05/18/2018,2018-May,459.5 PC,11364(a) HS,,F,Hispanic,48,Burglary,Penal Code - Property Crimes,46-55,Hispanic
05/19/2018,2018-May,647(h) PC,11377(A) HS,11364(a) HS,M,Black,25,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,18-25,African-Amer
05/19/2018,2018-May,459 PC,664/459 PC,,F,White,23,Burglary,Penal Code - Property Crimes,18-25,White
05/19/2018,2018-May,496(A) PC,1203.2(a) PC,,M,White,30,Receives Stolen Property,Penal Code - Larceny,26-35,White
05/19/2018,2018-May,647(h) PC,1203.2(a) PC,11350(A) HS,M,White,30,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,26-35,White
05/21/2018,2018-May,503 PC,508,,M,Hispanic,32,Embezzlement,Penal Code - Property Crimes,26-35,Hispanic
05/23/2018,2018-May,23152(a) VC,23152(b) VC,,M,Other Asian,35,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Asian
05/23/2018,2018-May,11364(a) HS,11377(A) HS,,F,White,58,Drug paraphernalia,Health & Safety,56-65,White
05/24/2018,2018-May,240 PC,242 PC,,M,White,56,Assault,Penal Code - Against person,56-65,White
05/25/2018,2018-May,23152(a) VC,23152(b) VC,,F,White,40,Drug or EtOH vehicle violtion,Vehicle Code,36-45,White
05/26/2018,2018-May,23152(a) VC,23152(b) VC,,M,Hispanic,22,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
05/26/2018,2018-May,23152(a) VC,,,M,Hispanic,22,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
05/27/2018,2018-May,148(a)(1) PC,451(B) PC,451(D) PC,M,Black,30,Resist Arrest,Penal Code - Public Justice,26-35,African-Amer
05/28/2018,2018-May,23152(a) VC,23152(b) VC,,M,Hispanic,29,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
05/28/2018,2018-May,12500(A) VC,4000(a) VC,,M,White,27,license violation,Vehicle Code,26-35,White
05/30/2018,2018-May,11364(a) HS,B/W MISD,,M,White,33,Drug paraphernalia,Health & Safety,26-35,White
06/01/2018,2018-June,21810 PC,14601.2(A) VC,O/W FEL,M,White,41,Illegal possession of brass knuckles,Penal Code - Weapons,36-45,White
06/02/2018,2018-June,4573.6 PC,647(f) PC,,M,White,36,Drugs into jail/prison,Penal Code,36-45,White
06/02/2018,2018-June,242 PC,422.6(A) PC,,M,White,53,Battery,Penal Code - Against person,46-55,White
06/03/2018,2018-June,23152(a) VC,,,M,White,29,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
06/05/2018,2018-June,602(L)(1) PC,,,F,Hispanic,63,Trespass,Penal Code - Mal Misch & Disord Cond,56-65,Hispanic
06/06/2018,2018-June,496(A) PC,,,M,White,35,Receives Stolen Property,Penal Code - Larceny,26-35,White
06/07/2018,2018-June,14601.2(A) VC,23152(a) VC,23152(b) VC,F,White,48,license violation,Vehicle Code,46-55,White
06/08/2018,2018-June,25662(A) BP,647(f) PC,,M,White,18,Minor in Possession Alcohol,Business & Prof,18-25,White
06/08/2018,2018-June,459.5 PC,B/W MISD,,M,White,39,Burglary,Penal Code - Property Crimes,36-45,White
06/09/2018,2018-June,487(A) PC,,,F,White,48,Grand Theft,Penal Code - Larceny,46-55,White
06/10/2018,2018-June,11364(a) HS,,,M,White,29,Drug paraphernalia,Health & Safety,26-35,White
06/12/2018,2018-June,11364(a) HS,148.9(A) PC,,M,Hispanic,42,Drug paraphernalia,Health & Safety,36-45,Hispanic
06/13/2018,2018-June,11364(a) HS,11377(A) HS,,M,White,31,Drug paraphernalia,Health & Safety,26-35,White
06/14/2018,2018-June,21310 PC,,,M,Hispanic,49,Illegal possession of a dirk/dagger,Penal Code - Weapons,46-55,Hispanic
06/14/2018,2018-June,488 PC,,,F,White,37,Petty Theft,Penal Code - Larceny,36-45,White
06/14/2018,2018-June,647(f) PC,,,M,White,58,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,56-65,White
06/15/2018,2018-June,242 PC,,,M,Other Asian,23,Battery,Penal Code - Against person,18-25,Asian
06/15/2018,2018-June,647(f) PC,,,M,Hispanic,21,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,Hispanic
06/15/2018,2018-June,11364(a) HS,,,F,White,42,Drug paraphernalia,Health & Safety,36-45,White
06/16/2018,2018-June,23152(a) VC,23152(b) VC,,M,White,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
06/16/2018,2018-June,11364(a) HS,,,M,White,48,Drug paraphernalia,Health & Safety,46-55,White
06/17/2018,2018-June,242 PC,,,M,Black,24,Battery,Penal Code - Against person,18-25,African-Amer
06/18/2018,2018-June,211 PC,,,M,Hawaiian,27,Robbery,Penal Code - Against person,26-35,Pacific Islands
06/19/2018,2018-June,11364(a) HS,11377(A) HS,,M,White,37,Drug paraphernalia,Health & Safety,36-45,White
06/20/2018,2018-June,647(f) PC,,,M,Black,33,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,African-Amer
06/20/2018,2018-June,273.5(A) PC,236 PC,,M,Chinese,22,Corporal Injury spouse/partner,Penal Code - Against person,18-25,Asian
06/20/2018,2018-June,647(f) PC,,,M,Other Asian,35,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,Asian
06/20/2018,2018-June,23152(g) VC,,,M,Hispanic,28,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
06/22/2018,2018-June,23152(f) VC,,,M,,43,Drug or EtOH vehicle violtion,Vehicle Code,36-45,
06/23/2018,2018-June,23152(a) VC,23152(b) VC,,M,White,54,Drug or EtOH vehicle violtion,Vehicle Code,46-55,White
06/25/2018,2018-June,647(f) PC,,,M,Hispanic,50,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,46-55,Hispanic
06/27/2018,2018-June,11350(A) HS,11377(A) HS,,M,White,32,Possession - controlled subst,Health & Safety,26-35,White
06/28/2018,2018-June,594(b)(1) PC,,,M,Black,33,Vandalism,Penal Code - Mal Misch & Disord Cond,26-35,African-Amer
06/28/2018,2018-June,23152(a) VC,23152(b) VC,,M,Asian Indian,35,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Asian
06/28/2018,2018-June,11364(a) HS,11377(A) HS,,M,White,56,Drug paraphernalia,Health & Safety,56-65,White
06/29/2018,2018-June,11364(a) HS,11377(A) HS,,M,White,20,Drug paraphernalia,Health & Safety,18-25,White
06/29/2018,2018-June,14601.1(A) VC,,,F,White,22,license violation,Vehicle Code,18-25,White
06/29/2018,2018-June,459.5 PC,,,F,White,48,Burglary,Penal Code - Property Crimes,46-55,White
06/30/2018,2018-June,23152(a) VC,23152(b) VC,,F,Other Asian,22,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Asian
06/30/2018,2018-June,30305(a)(1) PC,11377(A) HS,11364(a) HS,M,White,26,Poss Firearm by Prohibited Person,Penal Code - Weapons,26-35,White
07/01/2018,2018-July,451(D) PC,148.9(A) PC,,F,White,28,Arson,Penal Code - Property Crimes,26-35,White
07/01/2018,2018-July,451(D) PC,,,M,White,28,Arson,Penal Code - Property Crimes,26-35,White
07/02/2018,2018-July,594(b)(1) PC,207(A) PC,,M,Black,26,Vandalism,Penal Code - Mal Misch & Disord Cond,26-35,African-Amer
07/06/2018,2018-July,11364(a) HS,,,M,Hispanic,48,Drug paraphernalia,Health & Safety,46-55,Hispanic
07/06/2018,2018-July,273.5(A) PC,236 PC,,M,White,23,Corporal Injury spouse/partner,Penal Code - Against person,18-25,White
07/06/2018,2018-July,11364(a) HS,,,F,White,48,Drug paraphernalia,Health & Safety,46-55,White
07/07/2018,2018-July,11364(a) HS,,,M,Hispanic,48,Drug paraphernalia,Health & Safety,46-55,Hispanic
07/07/2018,2018-July,11364(a) HS,,,M,White,30,Drug paraphernalia,Health & Safety,26-35,White
07/07/2018,2018-July,11377(A) HS,1203.2(a) PC,,M,White,32,Possession - controlled subst,Health & Safety,26-35,White
07/07/2018,2018-July,11377(A) HS,,,M,White,60,Possession - controlled subst,Health & Safety,56-65,White
07/09/2018,2018-July,488 PC,,,M,White,28,Petty Theft,Penal Code - Larceny,26-35,White
07/11/2018,2018-July,647(j) PC,,,M,Japanese,36,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,36-45,Asian
07/11/2018,2018-July,459.5 PC,,,M,White,29,Burglary,Penal Code - Property Crimes,26-35,White
07/12/2018,2018-July,23152(f) VC,,,M,Hispanic,25,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
07/13/2018,2018-July,11364(a) HS,,,M,Black,53,Drug paraphernalia,Health & Safety,46-55,African-Amer
07/14/2018,2018-July,23152(a) VC,23152(b) VC,,M,White,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
07/14/2018,2018-July,273.5(A) PC,,,M,White,25,Corporal Injury spouse/partner,Penal Code - Against person,18-25,White
07/14/2018,2018-July,11364(a) HS,O/W MISD,,M,White,30,Drug paraphernalia,Health & Safety,26-35,White
